2020-10-19 00:35:42,153 INFO  Logger.cs: 70 - 
2020-10-19 00:53:37,939 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-10-19 00:53:37,941 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2020-10-19 00:53:37,941 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from MarcoPlacaShootout-2
2020-10-19 00:53:37,949 INFO  ExportHelperExtension.cs: 1142 - Found 33 in MarcoPlacaShootout-2
2020-10-19 00:53:37,949 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in MarcoPlacaShootout-2
2020-10-19 00:53:37,950 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from MarcoEstrella-2
2020-10-19 00:53:37,950 INFO  ExportHelperExtension.cs: 1142 - Found 25 in MarcoEstrella-2
2020-10-19 00:53:37,951 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in MarcoEstrella-2
2020-10-19 00:53:37,951 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from MarcoCirculoShooutout-2
2020-10-19 00:53:37,952 INFO  ExportHelperExtension.cs: 1142 - Found 25 in MarcoCirculoShooutout-2
2020-10-19 00:53:37,952 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in MarcoCirculoShooutout-2
2020-10-19 00:53:38,121 INFO  SwAddin.cs: 316 - Loading config tree
2020-10-19 00:53:38,125 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2020-10-19 00:53:38,129 INFO  SwAddin.cs: 321 - Showing property manager
2020-10-19 00:53:57,526 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-10-19 00:54:43,785 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-10-19 00:54:48,015 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2020-10-19 00:54:48,183 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-10-19 00:55:03,388 INFO  SwAddin.cs: 271 - Assembly export called for file Shootout.SLDASM
2020-10-19 00:55:03,389 INFO  SwAddin.cs: 276 - Save is required
2020-10-19 00:55:03,389 INFO  SwAddin.cs: 290 - Saving assembly
2020-10-19 00:55:05,667 INFO  SwAddin.cs: 293 - Opening property manager
2020-10-19 00:55:05,668 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Shootout.SLDASM
2020-10-19 00:55:05,668 INFO  ExportHelperExtension.cs: 1142 - Found 34 in Shootout.SLDASM
2020-10-19 00:55:05,669 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Shootout.SLDASM
2020-10-19 00:55:05,669 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-10-19 00:55:05,669 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2020-10-19 00:55:05,670 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from MarcoPlacaShootout-2
2020-10-19 00:55:05,670 INFO  ExportHelperExtension.cs: 1142 - Found 33 in MarcoPlacaShootout-2
2020-10-19 00:55:05,671 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in MarcoPlacaShootout-2
2020-10-19 00:55:05,671 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from MarcoEstrella-2
2020-10-19 00:55:05,672 INFO  ExportHelperExtension.cs: 1142 - Found 25 in MarcoEstrella-2
2020-10-19 00:55:05,672 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in MarcoEstrella-2
2020-10-19 00:55:05,673 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from MarcoCirculoShooutout-2
2020-10-19 00:55:05,673 INFO  ExportHelperExtension.cs: 1142 - Found 25 in MarcoCirculoShooutout-2
2020-10-19 00:55:05,674 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in MarcoCirculoShooutout-2
2020-10-19 00:55:05,674 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Shootout.SLDASM
2020-10-19 00:55:05,675 INFO  ExportHelperExtension.cs: 1142 - Found 34 in Shootout.SLDASM
2020-10-19 00:55:05,675 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Shootout.SLDASM
2020-10-19 00:55:05,675 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-10-19 00:55:05,676 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2020-10-19 00:55:05,676 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from MarcoPlacaShootout-2
2020-10-19 00:55:05,678 INFO  ExportHelperExtension.cs: 1142 - Found 33 in MarcoPlacaShootout-2
2020-10-19 00:55:05,681 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in MarcoPlacaShootout-2
2020-10-19 00:55:05,683 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from MarcoEstrella-2
2020-10-19 00:55:05,683 INFO  ExportHelperExtension.cs: 1142 - Found 25 in MarcoEstrella-2
2020-10-19 00:55:05,683 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in MarcoEstrella-2
2020-10-19 00:55:05,684 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from MarcoCirculoShooutout-2
2020-10-19 00:55:05,684 INFO  ExportHelperExtension.cs: 1142 - Found 25 in MarcoCirculoShooutout-2
2020-10-19 00:55:05,685 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in MarcoCirculoShooutout-2
2020-10-19 00:55:05,821 INFO  SwAddin.cs: 316 - Loading config tree
2020-10-19 00:55:05,824 INFO  Serialization.cs: 275 - URDF Configuration found
